FIPS_state,FIPS_county,year,incidentType,declarationTitle,state
06,037,2003,Fire,CA - WILDFIRE (PACIFIC FIRE) - 01-06-2003,CA
04,019,2003,Fire,ASPEN FIRE,AZ
06,029,2003,Fire,CA - SAWMILL FIRE - 06-27-2003,CA
32,031,2003,Fire,NV-RED ROCK FIRE 7-11-03,NV
04,017,2003,Fire,KINISHBA FIRE,AZ
04,007,2003,Fire,KINISHBA FIRE,AZ
40,031,2003,Fire,OK - BIG ROCK FIRE - 07/18/03,OK
30,029,2003,Fire,MT-ROBERT FIRE-07-23-03,MT
32,031,2003,Fire,NV-ROBB WILDFIRE-7-14-2003,NV
30,097,2003,Fire,MT-HOBBLE FIRE-08/07/2003,MT
06,065,2003,Fire,CA-LOCUST  WILDFIRE-08-19-2003,CA
41,043,2003,Fire,OR-BOOTH FIRE-8-19-2003,OR
41,031,2003,Fire,OR-BOOTH FIRE-8-19-2003,OR
41,027,2003,Fire,OR-WYETH/HERMAN CREEK FIRE 09-02-2003,OR
06,071,2003,Fire,CA-LOCUST  WILDFIRE-08-19-2003,CA
30,029,2003,Fire,MT-FLATHEAD FIRE ZONE-8/20/03,MT
53,047,2003,Fire,WA-NEEDLE FIRE-09-06-2003,WA
30,063,2003,Fire,MT-MISSOULA/MINERAL FIRE ZONE-08/08/03,MT
06,071,2004,Fire,CA-GRAND PRIX FIRE-10-23-2003,CA
30,089,2003,Fire,MT-CHERRY CREEK FIRE -08/06/03,MT
06,071,2003,Fire,CA-BRIDGE FIRE-09-05-2003,CA
41,029,2003,Fire,OR-COVE ROAD FIRE-09-05-2003,OR
30,061,2003,Fire,MT-MISSOULA/MINERAL FIRE ZONE-08/08/03,MT
30,077,2003,Fire,MT-LINCOLN FIRE COMPLEX - 08/14/2003,MT
30,049,2003,Fire,MT-LINCOLN FIRE COMPLEX - 08/14/2003,MT
41,017,2003,Fire,OR-BOOTH FIRE-8-19-2003,OR
32,510,2003,Fire,NV - VOLTAIRE-2 FIRE - 09-29-2003,NV
06,065,2004,Fire,PASS FIRE,CA
06,065,2003,Fire,CANYON FIRE,CA
06,111,2004,Fire,SIMI FIRE,CA
06,111,2004,Fire,CA-VERDALE FIRE 10-25-2003,CA
06,037,2004,Fire,CA-VERDALE FIRE 10-25-2003,CA
06,073,2004,Fire,CA-CEDAR FIRE-10-26-2003,CA
06,071,2004,Fire,OLD FIRE,CA
08,035,2004,Fire,CO - CHEROKEE RANCH WILDFIRE - 10/29/2003,CO
06,073,2004,Fire,PARADISE FIRE,CA
06,065,2004,Fire,CA-MOUNTAIN FIRE-10-26-2003,CA
06,089,2004,Fire,CA-WHITMORE FIRE-10-28-2003,CA
08,013,2004,Fire,CO - OVERLAND WILDFIRE - 10/29/2003,CO
08,069,2004,Fire,CO - BUCKHORN CREEK FIRE - 11/11/2003,CO
56,033,2004,Fire,WY - TONGUE RIVER WILDFIRE - 11/19/2003,WY
06,065,2004,Fire,CA-MELTON WILDFIRE-07-18-2004,CA
53,007,2004,Fire,DEEP HARBOR FIRE,WA
06,009,2004,Fire,CA-CALAVERAS COMPLEX-08-07-2004,CA
32,031,2004,Fire,VERDI FIRE COMPLEX,NV
04,025,2004,Fire,WILLOW FIRE,AZ
06,037,2004,Fire,CA-CROWN WILDFIRE-07-21-2004,CA
06,065,2004,Fire,CA-CERRITOS FIRE-5-04-2004,CA
04,001,2004,Fire,THREE FORKS FIRE,AZ
32,510,2004,Fire,WATERFALL FIRE,NV
02,090,2004,Fire,BOUNDARY FIRE,AK
06,073,2004,Fire,CA - MATAGUAY FIRE - 7-13-2004,CA
04,007,2004,Fire,WILLOW FIRE,AZ
06,037,2004,Fire,CA - PINE FIRE - 7-13-2004,CA
02,240,2004,Fire,AK-BOLGEN CREEK FIRE-08-10-2004,AK
53,007,2004,Fire,WA-FISCHER WILDFIRE-08-11-2004,WA
06,017,2004,Fire,CA-HOLLOW FIRE-07-14-2004,CA
06,065,2004,Fire,CA-LAKEVIEW-07-14-2004,CA
46,103,2004,Fire,SD - MILL ROAD WILDFIRE - 11/19/2003,SD
53,017,2004,Fire,WA-BEEBE FIRE-07-04-2004,WA
08,069,2004,Fire,CO - PICNIC ROCK FIRE - 03/30/2004,CO
49,053,2004,Fire,BROOKSIDE FIRE,UT
06,037,2004,Fire,CA-FOOTHILL WILDFIRE-07-18-2004,CA
41,033,2004,Fire,OR-REDWOOD HIGHWAY WILDFIRE-08-04-2004,OR
06,065,2004,Fire,CA-EAGLE FIRE-05-04-2004,CA
06,083,2004,Fire,CA-GAVIOTA FIRE-06-05-2004,CA
08,029,2004,Fire,CO-MCGRUDER FIRE-07/03/2004,CO
35,053,2004,Fire,NM-BERNARDO FIRE-6-18-2004,NM
53,037,2004,Fire,ELK HEIGHTS FIRE,WA
06,065,2004,Fire,CA - PLEASURE FIRE - 04-25-2004,CA
35,027,2004,Fire,PEPPIN FIRE,NM
32,003,2004,Fire,ROBBERS FIRE,NV
32,031,2004,Fire,WATERFALL FIRE,NV
06,089,2004,Fire,CA-BEAR FIRE-08-11-2004,CA
06,007,2004,Fire,CA OREGON FIRE 08-11-2004,CA
06,061,2004,Fire,CA-STEVENS FIRE-08--8-2004,CA
06,089,2004,Fire,CA-LAKE FIRE 08-14-2004,CA
06,033,2004,Fire,CA-GEYSERS FIRE-09-04-2004,CA
15,001,2004,Fire,KAWAIHAE ROAD FIRE HAWAII,HI
32,007,2005,Fire,CARLIN FIRE,NV
46,081,2005,Fire,SD WILDFIRE CAMP FIVE,SD
04,015,2005,Fire,AZ-HULET FIRE-06-11-2005,AZ
06,043,2004,Fire,CA-BEAR FIRE-09-02-2004,CA
04,021,2005,Fire,VEKOL FIRE-05-26-2005,AZ
32,003,2005,Fire,GOOD SPRINGS FIRE,NV
04,007,2005,Fire,AZ-WILDFIRE (EDGE COMPLEX) 07-22-2005,AZ
53,023,2005,Fire,SCHOOL FIRE,WA
32,007,2005,Fire,CHANCE FIRE,NV
06,039,2005,Fire,CA-QUARTZ FIRE-7-25-2005,CA
32,007,2005,Fire,VOR-MCCARTY FIRE,NV
06,073,2006,Fire,BORDER # 50 FIRE,CA
06,089,2004,Fire,CA-FRENCH FIRE 08-14-2004,CA
02,000,2004,Fire,AK-TAYLOR COMPLEX FIRE-09-01-2004,AK
46,103,2005,Fire,SD SKYLINE #2 FIRE 7/16/05,SD
32,011,2005,Fire,CARLIN FIRE,NV
41,033,2005,Fire,DEER CREEK FIRE,OR
02,000,2004,Fire,AK-TAYLOR COMPLEX FIRE-09-01-2004,AK
06,097,2004,Fire,CA-GEYSERS FIRE-09-04-2004,CA
46,093,2005,Fire,SD RICCO FIRE,SD
08,101,2005,Fire,MASON FIRE,CO
04,013,2005,Fire,AZ-WILDFIRE (EDGE COMPLEX) 07-22-2005,AZ
15,003,2005,Fire,WAIKELE FIRE,HI
41,019,2004,Fire,OR-BLAND MOUNTAIN WILDFIRE-08-20-2004,OR
04,025,2005,Fire,AZ-HUMBUG FIRE 06-23--2005,AZ
53,013,2005,Fire,SCHOOL FIRE,WA
06,111,2005,Fire,TOPANGA FIRE,CA
32,031,2004,Fire,ANDREW WILDFIRE,NV
04,013,2005,Fire,CAVE CREEK FIRE COMPLEX,AZ
53,077,2004,Fire,MUD LAKE FIRE,WA
02,000,2004,Fire,AK-TAYLOR COMPLEX FIRE-09-01-2004,AK
02,000,2004,Fire,AK-TAYLOR COMPLEX FIRE-09-01-2004,AK
02,000,2004,Fire,AK-TAYLOR COMPLEX FIRE-09-01-2004,AK
04,025,2005,Fire,CAVE CREEK FIRE COMPLEX,AZ
06,111,2006,Fire,SCHOOL FIRE,CA
40,097,2006,Fire,FLAT ROCK FIRE COMPLEX,OK
40,019,2006,Fire,VELMA FIRE COMPLEX,OK
04,013,2005,Fire,AZ-BOBBY FIRE-06-08-2005,AZ
53,007,2005,Fire,DIRTY FACE FIRE,WA
06,037,2005,Fire,TOPANGA FIRE,CA
06,009,2004,Fire,CA-PATTISON FIRE-09-03-2004,CA
08,027,2005,Fire,MASON FIRE,CO
15,001,2005,Fire,AKONI PULE HIGHWAY FIRE,HI
06,089,2005,Fire,MANTON FIRE,CA
15,001,2005,Fire,LALAMILO FIRE,HI
06,103,2005,Fire,MANTON FIRE,CA
06,043,2004,Fire,RIX-CA-OLD HIGHWAY WILDFIRE 9/13/04,CA
49,053,2005,Fire,BLUE SPRINGS FIRE,UT
06,073,2005,Fire,SUNDEVIL FIRE,CA
32,007,2005,Fire,CONTACT FIRE,NV
15,003,2005,Fire,NANAKULI BRUSH FIRE,HI
06,065,2006,Fire,WOODHOUSE FIRE,CA
40,049,2006,Fire,ANTIOCH FIRE,OK
40,133,2006,Fire,HUGHES COUNTY FIRE COMPLEX,OK
48,439,2006,Fire,KENNEDALE FIRE,TX
48,059,2006,Fire,CALLAHAN COUNTY FIRE,TX
40,091,2006,Fire,TEXANNA ROAD FIRE,OK
40,013,2006,Fire,ACHILLE FIRE COMPLEX,OK
40,083,2006,Fire,GUTHRIE FIRE,OK
40,037,2006,Fire,SAPULPA FIRE COMPLEX,OK
48,021,2006,Fire,CEDAR CREEK FIRE,TX
40,091,2006,Fire,HENRYETTA FIRE,OK
48,021,2006,Fire,ORCHARD FIRE,TX
48,029,2006,Fire,BULVERDE FIRE,TX
40,073,2006,Fire,CASHION FIRE COMPLEX,OK
08,071,2006,Fire,MAURICIO CANYON FIRE,CO
48,055,2006,Fire,LOCKHART FIRE,TX
40,049,2006,Fire,PAOLI FIRE,OK
40,111,2006,Fire,HENRYETTA FIRE,OK
40,037,2006,Fire,DEPEW FIRE COMPLEX,OK
40,101,2006,Fire,WAINWRIGHT FIRE COMPLEX,OK
40,019,2006,Fire,RATCLIFF FIRE,OK
40,107,2006,Fire,PRAGUE FIRE,OK
48,429,2006,Fire,CADDO FIRE,TX
48,133,2006,Fire,CARBON FIRE,TX
40,037,2006,Fire,SHAMROCK FIRE COMPLEX,OK
40,125,2006,Fire,BETHEL ACRES FIRE,OK
48,499,2006,Fire,HAWKINS FIRE,TX
40,143,2006,Fire,SPERRY FIRE,OK
40,015,2006,Fire,STECKER FIRE,OK
40,091,2006,Fire,EUFAULA FIRE,OK
48,139,2006,Fire,VENUS FIRE COMPLEX,TX
06,059,2006,Fire,SIERRA FIRE,CA
40,091,2006,Fire,MCNALLY FLATS FIRE,OK
40,109,2006,Fire,EASTERN OKLAHOMA COUNTY FIRE COMPLEX,OK
48,251,2006,Fire,HUNTINGTON BROOK FIRE,TX
40,113,2006,Fire,SPERRY FIRE,OK
06,065,2006,Fire,SIERRA FIRE,CA
40,119,2006,Fire,NORTH STILLWATER FIRE,OK
48,337,2006,Fire,RINGGOLD FIRE,TX
40,109,2006,Fire,63RD STREET FIRE,OK
35,025,2006,Fire,SOUTHEAST NEW MEXICO FIRE COMPLEX,NM
48,209,2006,Fire,NIEDERWALD FIRE,TX
08,055,2006,Fire,MAURICIO CANYON FIRE,CO
40,067,2006,Fire,RYAN FIRE,OK
40,081,2006,Fire,PRAGUE FIRE,OK
48,347,2006,Fire,MILL CREEK FIRE,TX
48,027,2006,Fire,ROSEWOOD FIRE,TX
40,103,2006,Fire,NORTH STILLWATER FIRE,OK
40,037,2006,Fire,KIEFER FIRE,OK
35,015,2006,Fire,SOUTHEAST NEW MEXICO FIRE COMPLEX,NM
35,007,2006,Fire,CASA FIRE,NM
40,015,2006,Fire,CEMENT FIRE,OK
04,005,2006,Fire,BRINS FIRE,AZ
48,121,2006,Fire,NORTH TRINITY FIRE,TX
32,031,2006,Fire,OREGON FIRE,NV
32,019,2006,Fire,LINEHAN FIRE COMPLEX,NV
08,023,2006,Fire,MALO VEGA FIRE,CO
12,127,2006,Fire,VOLUSIA FIRE COMPLEX,FL
48,157,2006,Fire,LAKE OLYMPIA FIRE,TX
04,025,2006,Fire,LA BARRANCA FIRE,AZ
35,001,2006,Fire,MALPAIS FIRE,NM
40,071,2006,Fire,PONCA CITY FIRE,OK
35,007,2006,Fire,RIVERA MESA FIRE,NM
32,007,2006,Fire,SUZIE FIRE,NV
35,033,2006,Fire,RIVERA MESA FIRE,NM
35,033,2006,Fire,OJO FELIZ FIRE,NM
02,290,2006,Fire,PARKS HIGHWAY (TAMARACK) FIRE,AK
04,017,2006,Fire,POTATO FIRE,AZ
20,155,2006,Fire,OBEE FIRE,KS
32,510,2006,Fire,LINEHAN FIRE COMPLEX,NV
40,087,2006,Fire,NEW CASTLE FIRE,OK
51,141,2006,Fire,BULL MOUNTAIN FIRE,VA
04,005,2006,Fire,WOODY FIRE,AZ
32,029,2006,Fire,LINEHAN FIRE COMPLEX,NV
30,097,2006,Fire,DERBY FIRE,MT
48,091,2006,Fire,PURGATORY ROAD FIRE,TX
06,065,2006,Fire,ORCHARD FIRE,CA
06,073,2006,Fire,HORSE FIRE,CA
31,165,2006,Fire,SIOUX COUNTY FIRE COMPLEX,NE
06,105,2006,Fire,JUNCTION FIRE,CA
32,031,2006,Fire,VERDI FIRE,NV
30,095,2006,Fire,DERBY FIRE,MT
08,045,2006,Fire,RED APPLE FIRE,CO
48,363,2006,Fire,CADDO II FIRE COMPLEX,TX
56,025,2006,Fire,JACKSON CANYON FIRE,WY
53,065,2006,Fire,VALLEY MILL FIRE,WA
41,017,2006,Fire,BLACK CRATER FIRE,OR
53,013,2006,Fire,COLUMBIA FIRE COMPLEX,WA
53,071,2006,Fire,COLUMBIA FIRE COMPLEX,WA
30,111,2006,Fire,EMERALD HILLS FIRE,MT
31,045,2006,Fire,DAWES COUNTY FIRE COMPLEX,NE
06,071,2006,Fire,SAWTOOTH FIRE COMPLEX,CA
15,009,2006,Fire,MA'ALAEA FIRE,HI
53,007,2006,Fire,FLICK CREEK FIRE,WA
56,011,2006,Fire,THORN DIVIDE FIRE COMPLEX,WY
30,095,2006,Fire,SAUNDERS FIRE,MT
41,001,2006,Fire,FOSTER GULCH FIRE COMPLEX,OR
48,453,2006,Fire,MOORE ROAD FIRE,TX
31,031,2006,Fire,BIG ROCK FIRE,NE
46,093,2006,Fire,EAST RIDGE FIRE,SD
48,429,2006,Fire,CADDO II FIRE COMPLEX,TX
32,007,2006,Fire,MUDD FIRE,NV
06,111,2006,Fire,DAY FIRE,CA
12,125,2007,Fire,SUWANNEE FIRE COMPLEX,FL
34,029,2007,Fire,WARREN GROVE FIRE,NJ
35,061,2007,Fire,BELEN FIRE,NM
13,025,2007,Fire,KNEEKNOCKER SWAMP FIRE,GA
12,131,2007,Fire,BLACK CREEK FIRE,FL
06,065,2007,Fire,ESPERANZA FIRE,CA
12,117,2007,Fire,DELAND FIRE COMPLEX,FL
12,007,2007,Fire,SUWANNEE FIRE COMPLEX,FL
12,019,2007,Fire,SUWANNEE FIRE COMPLEX,FL
13,049,2007,Fire,BUGABOO SCRUB FIRE,GA
13,299,2007,Fire,SWEAT FARM ROAD FIRE,GA
12,069,2007,Fire,DELAND FIRE COMPLEX,FL
12,121,2007,Fire,SUWANNEE FIRE COMPLEX,FL
06,037,2007,Fire,GRIFFITH PARK FIRE,CA
34,005,2007,Fire,WARREN GROVE FIRE,NJ
12,035,2007,Fire,DELAND FIRE COMPLEX,FL
12,001,2007,Fire,SUWANNEE FIRE COMPLEX,FL
12,047,2007,Fire,SUWANNEE FIRE COMPLEX,FL
13,003,2007,Fire,ROUNDABOUT FIRE,GA
12,021,2007,Fire,CALLOOSAHATCHEE FIRE COMPLEX,FL
12,055,2007,Fire,OKEECHOBEE FIRE COMPLEX,FL
12,061,2007,Fire,OKEECHOBEE FIRE COMPLEX,FL
13,049,2007,Fire,SWEAT FARM ROAD FIRE,GA
12,051,2007,Fire,CALLOOSAHATCHEE FIRE COMPLEX,FL
12,071,2007,Fire,CALLOOSAHATCHEE FIRE COMPLEX,FL
06,037,2007,Fire,ISLAND FIRE,CA
12,043,2007,Fire,OKEECHOBEE FIRE COMPLEX,FL
32,031,2007,Fire,PINEHAVEN FIRE,NV
12,003,2007,Fire,SUWANNEE FIRE COMPLEX,FL
12,127,2007,Fire,DELAND FIRE COMPLEX,FL
48,209,2007,Fire,RIM ROCK FIRE,TX
06,059,2007,Fire,241 FIRE,CA
12,105,2007,Fire,53 BIG PINE FIRE,FL
12,023,2007,Fire,SUWANNEE FIRE COMPLEX,FL
12,111,2007,Fire,OKEECHOBEE FIRE COMPLEX,FL
12,093,2007,Fire,OKEECHOBEE FIRE COMPLEX,FL
06,111,2007,Fire,SHEKELL FIRE,CA
12,085,2007,Fire,OKEECHOBEE FIRE COMPLEX,FL
15,009,2007,Fire,OLOWALU FIRE,HI
32,005,2007,Fire,SLEEPING ELEPHANT FIRE,NV
49,013,2007,Fire,NEOLA NORTH FIRE,UT
06,017,2007,Fire,ANGORA FIRE,CA
02,122,2007,Fire,CARIBOU HILLS FIRE,AK
08,045,2007,Fire,NEWCASTLE FIRE,CO
49,000,2007,Fire,NEOLA NORTH FIRE,UT
13,029,2007,Fire,HARVEYTOWN FIRE,GA
32,031,2007,Fire,RED ROCK FIRE,NV
49,047,2007,Fire,NEOLA NORTH FIRE,UT
06,089,2007,Fire,CREEK FIRE,CA
46,047,2007,Fire,ALABAUGH CANYON FIRE,SD
49,027,2007,Fire,MILFORD FLAT FIRE,UT
32,031,2007,Fire,HUNGRY VALLEY FIRE,NV
53,007,2007,Fire,EASY STREET FIRE,WA
41,025,2007,Fire,EGLEY FIRE COMPLEX,OR
06,037,2007,Fire,CANYON FIRE,CA
06,027,2007,Fire,INYO FIRE COMPLEX,CA
32,031,2007,Fire,HAWKEN FIRE,NV
49,023,2007,Fire,SALT CREEK FIRE,UT
53,047,2007,Fire,TUNK GRADE FIRE,WA
46,081,2007,Fire,BOX ELDER FIRE,SD
30,063,2007,Fire,JOCKO LAKES FIRE,MT
06,073,2008,Fire,WITCH FIRE,CA
48,003,2008,Fire,CHEVRON FIRE,TX
48,135,2008,Fire,SOUTH ODESSA FIRE,TX
40,153,2008,Fire,QUINLAN FIRE,OK
48,081,2008,Fire,SILVER FIRE,TX
56,033,2007,Fire,LITTLE GOOSE FIRE,WY
06,111,2008,Fire,RANCH FIRE,CA
48,375,2008,Fire,BROADWAY FIRE,TX
16,085,2007,Fire,EAST ZONE FIRE COMPLEX,ID
35,057,2008,Fire,OJO PEAK FIRE,NM
48,009,2008,Fire,NEW ARCHER FIRE,TX
06,037,2008,Fire,BUCKWEED FIRE,CA
48,415,2008,Fire,SCURRY FIRE COMPLEX,TX
48,209,2008,Fire,OLD BASTROP HIGHWAY FIRE COMPLEX,TX
48,283,2008,Fire,322 FIRE,TX
32,007,2007,Fire,MURPHY FIRE COMPLEX,NV
41,017,2007,Fire,GW FIRE,OR
48,505,2008,Fire,LA PERLA FIRE,TX
48,243,2008,Fire,ARABELLA FIRE,TX
16,049,2007,Fire,EAST ZONE FIRE COMPLEX,ID
06,073,2007,Fire,ANGEL FIRE,CA
30,063,2007,Fire,BLACK CAT FIRE,MT
15,001,2007,Fire,KOHALA MOUNTAIN ROAD FIRE,HI
16,013,2007,Fire,CASTLE ROCK FIRE,ID
53,059,2007,Fire,BROUGHTON FIRE,WA
06,037,2008,Fire,CANYON FIRE,CA
06,071,2008,Fire,GRASS VALLEY FIRE,CA
48,047,2008,Fire,ENCINO FIRE,TX
06,059,2008,Fire,SANTIAGO FIRE,CA
48,269,2008,Fire,EIGHTY-TWO FIRE,TX
15,001,2008,Fire,PUAKO FIRE,HI
15,003,2007,Fire,WAIALUA FIRE,HI
30,111,2007,Fire,FORD ROAD FIRE,MT
16,085,2007,Fire,CASCADE FIRE COMPLEX,ID
06,073,2008,Fire,RICE FIRE,CA
06,073,2008,Fire,HARRIS FIRE,CA
48,047,2008,Fire,BURNS RANCH FIRE,TX
06,071,2007,Fire,BUTLER 2 FIRE,CA
30,049,2007,Fire,COUNTRY CLUB FIRE,MT
06,037,2008,Fire,RANCH FIRE,CA
40,153,2008,Fire,SOUTH WOODWARD FIRE,OK
48,127,2008,Fire,322 FIRE,TX
48,227,2008,Fire,SILVER HEELS FIRE,TX
08,025,2008,Fire,ORDWAY FIRE,CO
35,057,2008,Fire,TRIGO FIRE,NM
06,037,2008,Fire,SANTA ANITA FIRE,CA
12,009,2008,Fire,BREVARD FIRE COMPLEX,FL
48,329,2008,Fire,PRICE FIRE,TX
48,317,2008,Fire,PRICE FIRE,TX
48,227,2008,Fire,KENTWOOD FIRE,TX
48,003,2008,Fire,PARKER FIRE,TX
48,247,2008,Fire,HEBBRONVILLE FIRE,TX
06,085,2008,Fire,SUMMIT FIRE,CA
06,055,2008,Fire,WILD FIRE,CA
06,007,2008,Fire,OPHIR FIRE,CA
06,083,2008,Fire,GAP FIRE,CA
48,243,2008,Fire,HUGHES RANCH FIRE,TX
06,053,2008,Fire,BASIN FIRE COMPLEX,CA
37,177,2008,Fire,EVANS ROAD FIRE,NC
48,027,2008,Fire,REIN STREET FIRE,TX
37,095,2008,Fire,EVANS ROAD FIRE,NC
40,075,2008,Fire,GOTEBO FIRE,OK
06,007,2008,Fire,HUMBOLDT FIRE,CA
06,095,2008,Fire,WILD FIRE,CA
06,087,2008,Fire,TRABING FIRE,CA
35,057,2008,Fire,BIG SPRINGS FIRE,NM
48,377,2008,Fire,HUGHES RANCH FIRE,TX
06,087,2008,Fire,SUMMIT FIRE,CA
48,049,2008,Fire,CAMP BOWIE FIRE,TX
37,187,2008,Fire,EVANS ROAD FIRE,NC
08,093,2008,Fire,NASH RANCH FIRE,CO
06,087,2008,Fire,MARTIN FIRE,CA
08,119,2008,Fire,NASH RANCH FIRE,CO
04,025,2008,Fire,LANE 2 FIRE,AZ
53,063,2008,Fire,SPOKANE VALLEY FIRE,WA
48,483,2009,Fire,MAGIC CITY FIRE,TX
40,119,2009,Fire,MULHALL FIRE,OK
06,037,2009,Fire,SAYRE FIRE,CA
48,021,2009,Fire,WILDERNESS RIDGE FIRE,TX
48,021,2009,Fire,MONTAGUE FIRE COMPLEX,TX
48,000,2009,Fire,CEMENT MOUNTAIN FIRE,TX
06,083,2009,Fire,TEA FIRE,CA
48,059,2009,Fire,CLYDE FIRE,TX
32,031,2009,Fire,RED ROCK FIRE,NV
53,017,2008,Fire,BADGER MOUNTAIN FIRE COMPLEX,WA
40,087,2009,Fire,MCCLAIN COUNTY FIRE,OK
35,035,2009,Fire,BUCKWOOD FIRE,NM
06,087,2009,Fire,LOCKHEED FIRE,CA
06,071,2009,Fire,FREEWAY FIRE COMPLEX,CA
48,000,2009,Fire,LOMA DEL NORTE FIRE,TX
40,019,2009,Fire,HEALDTON CARTER FIRE,OK
12,085,2009,Fire,MARTIN COUNTY FIRE COMPLEX,FL
41,035,2008,Fire,ROYCE BUTTE FIRE,OR
06,061,2008,Fire,GLADDING FIRE,CA
40,000,2009,Fire,TALOGA FIRE,OK
40,109,2009,Fire,MIDWEST CHOCTAW FIRE,OK
06,057,2009,Fire,YUBA FIRE,CA
06,065,2009,Fire,FREEWAY FIRE COMPLEX,CA
06,083,2009,Fire,JESUSITA FIRE,CA
48,059,2009,Fire,STEEL FIRE,TX
06,037,2009,Fire,SESNON FIRE,CA
08,013,2009,Fire,OLDE STAGE FIRE,CO
48,329,2009,Fire,GREENWOOD FIRE,TX
48,491,2008,Fire,FLORENCE FIRE,TX
48,441,2009,Fire,RHODES RANCH FIRE,TX
48,007,2009,Fire,HOLIDAY BEACH FIRE,TX
06,007,2008,Fire,CAMP FIRE,CA
06,037,2009,Fire,MAREK FIRE,CA
45,051,2009,Fire,HIGHWAY 31 FIRE,SC
04,003,2009,Fire,MULE PASS FIRE,AZ
06,037,2009,Fire,FREEWAY FIRE COMPLEX,CA
48,297,2009,Fire,LAGARTO FIRE,TX
48,485,2009,Fire,ELECTRA WEST FIRE,TX
48,429,2009,Fire,BRECKENRIDGE FIRE,TX
48,363,2009,Fire,1148 FIRE,TX
02,122,2009,Fire,MILE 17 EAST END ROAD FIRE,AK
53,007,2009,Fire,UNION VALLEY FIRE,WA
06,059,2009,Fire,FREEWAY FIRE COMPLEX,CA
48,441,2009,Fire,TUSCOLA FIRE,TX
40,137,2009,Fire,VELMA FIRE,OK
48,193,2009,Fire,617 FIRE,TX
06,115,2009,Fire,YUBA FIRE,CA
53,047,2009,Fire,ODEN ROAD FIRE,WA
53,005,2009,Fire,DRY CREEK FIRE COMPLEX,WA
06,037,2009,Fire,PV FIRE,CA
06,061,2009,Fire,49 FIRE,CA
04,007,2009,Fire,WATER WHEEL FIRE,AZ
41,065,2009,Fire,MICROWAVE FIRE,OR
06,071,2009,Fire,OAK GLEN FIRE,CA
53,077,2009,Fire,DRY CREEK FIRE COMPLEX,WA
30,095,2009,Fire,EAGLE MOUNT FIRE,MT
49,053,2009,Fire,MILL FLAT FIRE,UT
15,009,2009,Fire,KAUNAKAKAI FIRE,HI
41,029,2009,Fire,SOUTH COUNTY FIRE COMPLEX,OR
06,037,2009,Fire,STATION FIRE,CA
41,027,2009,Fire,MICROWAVE FIRE,OR
06,071,2009,Fire,PENDLETON FIRE,CA
04,005,2010,Fire,TWIN FIRE,AZ
35,043,2010,Fire,CABAZON FIRE,NM
06,111,2009,Fire,GUIBERSON FIRE,CA
06,071,2010,Fire,SHEEP FIRE,CA
15,009,2010,Fire,MAALAEA FIRE,HI
35,043,2010,Fire,RIO FIRE,NM
49,035,2010,Fire,MACHINE GUN FIRE,UT
32,003,2010,Fire,CATHEDRAL FIRE,NV
53,065,2010,Fire,SLIDE CREEK WILDFIRE,WA
51,187,2011,Fire,SMITH FIRE,VA
04,005,2010,Fire,HARDY FIRE,AZ
08,069,2010,Fire,RESERVOIR ROAD FIRE,CO
51,165,2011,Fire,COFFMAN FIRE,VA
06,029,2010,Fire,POST FIRE,CA
06,029,2010,Fire,CANYON FIRE,CA
08,013,2010,Fire,FOUR MILE CANYON FIRE,CO
16,085,2010,Fire,HURD FIRE,ID
04,005,2010,Fire,SHULTZ FIRE,AZ
06,029,2010,Fire,WEST FIRE,CA
06,029,2010,Fire,BULL FIRE,CA
06,037,2010,Fire,CROWN FIRE,CA
53,077,2010,Fire,COWICHE MILLS FIRE,WA
06,081,2010,Fire,GLENVIEW FIRE,CA
48,375,2011,Fire,WILLOW CREEK SOUTH FIRE COMPLEX,TX
48,335,2011,Fire,MITCHELL FIRE COMPLEX,TX
48,345,2011,Fire,MATADOR FIRE,TX
48,381,2011,Fire,TANGLEWOOD FIRE COMPLEX,TX
48,237,2011,Fire,ENMIN FIRE,TX
40,109,2011,Fire,HARRAH FIRE,OK
48,425,2011,Fire,BIG TRICKLE RANCH FIRE,TX
35,017,2011,Fire,QUAIL RIDGE FIRE,NM
40,109,2011,Fire,MIDWEST CITY FIRE COMPLEX,OK
48,035,2011,Fire,BIG TRICKLE RANCH FIRE,TX
35,027,2011,Fire,WHITE FIRE,NM
35,001,2011,Fire,WHITE FIRE,NM
13,069,2011,Fire,MOSLEY ROAD FIRE,GA
48,479,2011,Fire,EL CENIZO FIRE,TX
40,125,2011,Fire,SHAWNEE FIRE,OK
48,269,2011,Fire,SWENSON FIRE,TX
08,069,2011,Fire,CRYSTAL FIRE,CO
40,139,2011,Fire,GUYMON FIRE,OK
40,109,2011,Fire,JONES SPENCER FIRE,OK
08,059,2011,Fire,INDIAN GULCH FIRE,CO
20,081,2011,Fire,HASKELL COUNTY FIRE,KS
40,113,2011,Fire,OSAGE COUNTY FIRE COMPLEX,OK
13,183,2011,Fire,ELAN CHURCH ROAD FIRE,GA
40,087,2011,Fire,GOLDSBY FIRE,OK
48,135,2011,Fire,BATES FIELD FIRE,TX
48,329,2011,Fire,BATES FIELD FIRE,TX
20,189,2011,Fire,HASKELL COUNTY FIRE,KS
48,433,2011,Fire,SWENSON FIRE,TX
48,429,2011,Fire,PK EAST FIRE,TX
48,275,2011,Fire,SWENSON FIRE,TX
